area_sqft,bedrooms,bathrooms,floors,parking,age_years,city,locality,school_distance_km,hospital_distance_km,metro_distance_km,price
4985,3,2,3,0,27,Pune,South,3.81,8.97,10.06,24977343
3758,5,5,1,1,10,Mumbai,South,6.45,8.37,7.59,34036038
1858,4,4,2,2,21,Pune,Central,7.89,6.07,3.18,10667812
4851,5,6,2,3,3,Chandigarh,South,2.26,2.95,10.75,23482395
2137,5,4,1,0,9,Delhi,Central,9.44,7.52,10.86,15473731
1302,4,3,1,3,11,Delhi,East,2.65,5.25,8.13,9638012
4427,1,1,3,1,22,Bengaluru,East,9.54,3.4,5.45,25705771
4909,1,1,1,0,8,Delhi,South,0.96,8.32,5.36,32595893
586,1,2,3,1,24,Bengaluru,West,0.33,3.1,7.0,3233087
4170,5,5,3,3,22,Mumbai,Central,4.41,7.46,12.97,38490419
4884,1,1,3,3,9,Mumbai,Central,8.84,1.39,9.59,41918375
614,4,4,1,1,27,Bengaluru,East,3.25,1.84,3.81,4474038
3953,4,5,1,0,14,Pune,South,7.59,8.74,10.25,19959616
948,5,5,2,2,12,Bengaluru,West,8.73,6.39,8.08,7801118
3888,5,6,2,0,6,Mumbai,West,1.32,7.7,10.25,34914307
1316,5,4,1,1,16,Bengaluru,West,8.6,6.8,6.24,9586321
1667,1,1,1,3,23,Pune,South,8.39,8.25,12.68,8273033
3046,4,5,2,0,6,Mumbai,East,4.62,2.0,12.85,27269687
4264,1,1,3,3,15,Bengaluru,East,2.24,0.61,7.29,26318292
3298,1,2,1,0,12,Chandigarh,Central,4.61,5.23,14.84,14283696
502,3,4,2,3,26,Chandigarh,East,3.82,0.64,5.38,2748212
3806,2,2,1,0,27,Mumbai,Central,6.39,1.13,1.73,32697919
749,2,1,1,1,6,Mumbai,Central,6.84,7.63,0.42,7452273
543,5,6,3,3,8,Mumbai,East,3.6,4.03,2.55,8611384
2312,2,2,1,0,21,Delhi,East,7.63,3.21,6.34,14376796
553,3,2,1,2,1,Chandigarh,South,4.36,9.1,7.7,3020121
1357,2,2,1,3,29,Pune,Central,6.99,2.79,14.1,7509641
3793,5,4,2,0,27,Mumbai,North,4.74,2.93,9.89,34188862
2314,4,4,1,3,11,Delhi,Central,1.68,2.33,7.07,17224646
3081,5,4,3,2,4,Mumbai,West,6.37,8.61,11.8,28280588
4075,5,6,1,1,17,Delhi,South,8.48,2.64,8.74,28111117
4339,3,4,1,2,26,Pune,North,8.11,8.61,14.96,21418658
3006,3,2,3,1,10,Pune,East,0.33,0.99,4.82,15816959
665,2,1,3,2,10,Mumbai,North,0.25,9.4,6.34,5817416
567,5,4,3,2,10,Pune,Central,6.83,1.56,8.77,3758981
2758,3,3,2,2,27,Delhi,North,5.37,2.27,14.94,18516654
1537,3,4,1,1,26,Mumbai,West,6.84,3.86,14.14,13716215
2824,4,3,3,0,26,Delhi,South,7.03,6.56,4.27,19684500
2178,4,4,2,1,14,Pune,North,4.64,9.5,1.1,11794012
1635,1,2,3,2,14,Chandigarh,West,8.41,8.07,14.42,6596469
4608,5,5,1,0,5,Mumbai,South,6.5,0.97,11.16,42980373
3423,3,3,1,3,25,Delhi,Central,1.03,6.15,13.24,23049871
3066,5,6,3,3,15,Bengaluru,West,3.88,8.04,13.29,20578189
4774,4,3,2,0,14,Delhi,East,6.11,6.27,14.12,31607122
4356,2,2,1,2,13,Delhi,North,3.98,0.9,3.32,29354886
1262,4,4,2,3,9,Delhi,North,0.93,4.5,8.04,9905705
691,5,5,2,2,27,Pune,North,3.68,6.81,1.13,4916475
2648,2,2,3,1,5,Chandigarh,South,8.67,1.72,1.42,11658050
2511,5,5,2,3,13,Mumbai,East,3.25,0.23,2.78,24755147
3716,1,2,3,2,9,Chandigarh,East,8.26,0.76,6.4,17771425
1187,2,3,1,2,9,Pune,North,3.28,5.47,12.63,6062878
3396,1,1,3,0,17,Mumbai,West,4.81,6.63,8.48,28792561
726,2,3,3,3,26,Chandigarh,Central,7.67,1.43,3.11,4429307
1348,1,1,2,2,12,Delhi,West,5.88,5.0,9.74,8874712
3392,3,3,3,1,23,Chandigarh,Central,2.02,2.93,3.44,15151878
3285,5,5,3,3,29,Delhi,North,1.6,3.87,12.01,22643890
1326,5,6,1,1,19,Delhi,North,6.79,2.36,3.43,10581787
3309,4,5,3,1,3,Delhi,Central,0.21,8.73,11.93,23607059
2473,4,3,1,2,12,Mumbai,North,1.12,4.96,13.83,23011395
4704,3,3,3,2,12,Chandigarh,West,4.79,4.77,11.46,21763928
1221,1,1,3,0,17,Mumbai,South,4.1,8.31,2.73,9641479
2147,1,2,3,0,19,Pune,North,5.2,5.11,0.94,10736168
3196,1,2,3,1,15,Delhi,West,2.53,0.69,10.92,20133127
3451,3,3,1,2,7,Mumbai,North,2.16,0.74,8.61,30335382
3053,5,4,1,3,22,Pune,East,9.29,3.79,4.91,17332442
992,3,3,1,0,2,Chandigarh,North,4.3,3.07,5.12,5881825
1529,3,3,2,1,22,Pune,South,6.08,5.16,5.39,9136913
4247,2,1,2,3,16,Delhi,East,7.12,6.3,14.85,27305090
2461,2,1,3,3,7,Mumbai,East,9.4,4.64,3.14,21898914
1422,1,2,3,3,22,Chandigarh,West,9.69,4.58,7.62,6331651
3549,1,1,2,2,2,Delhi,Central,3.08,1.33,14.13,22192813
770,3,2,1,3,25,Mumbai,South,7.23,8.59,5.48,7631397
2211,1,1,1,1,29,Chandigarh,Central,9.41,6.12,12.97,9844918
1127,5,5,1,0,19,Delhi,Central,3.02,5.03,4.64,8445742
1483,1,1,1,1,16,Mumbai,West,0.64,2.34,0.42,13954437
590,2,1,3,1,7,Delhi,North,6.64,9.0,6.11,4724208
2552,2,1,1,2,4,Pune,East,1.36,9.81,3.38,13864183
1084,3,3,1,3,27,Mumbai,South,6.25,8.66,3.5,10949994
1231,2,2,1,2,30,Bengaluru,South,7.86,2.55,2.34,8034407
2087,1,1,3,1,7,Mumbai,North,9.9,5.83,2.24,18568353
1732,3,2,2,2,16,Mumbai,North,3.42,2.25,1.45,16757686
1089,5,5,3,1,13,Chandigarh,South,3.93,8.12,12.39,5647845
1768,3,3,1,1,25,Pune,West,6.9,5.41,0.68,8537835
3576,2,2,2,2,17,Pune,North,9.72,5.71,10.78,18033599
3434,3,4,3,2,11,Mumbai,East,6.99,6.55,3.63,30703169
2198,2,1,1,0,6,Delhi,West,2.7,1.24,5.45,15684218
2945,5,6,3,1,3,Bengaluru,East,5.65,0.49,13.63,18931813
1807,5,5,3,2,21,Delhi,North,3.31,9.69,4.08,14371324
4075,4,5,3,1,28,Pune,South,6.37,4.15,11.34,20749644
1157,2,1,1,0,6,Bengaluru,South,7.37,8.28,2.37,7691738
2157,5,5,1,2,5,Bengaluru,Central,2.66,8.47,7.36,15767805
1107,1,1,2,3,5,Pune,North,3.39,0.58,4.23,6026270
1308,3,2,2,3,5,Pune,Central,4.52,1.5,5.86,8006804
3306,3,2,3,1,2,Chandigarh,North,9.98,2.07,7.0,14856270
1340,2,3,1,2,4,Mumbai,Central,3.21,5.56,6.37,12270231
3471,2,1,3,0,9,Pune,Central,9.0,1.02,6.02,18198353
2301,3,4,3,0,20,Bengaluru,Central,9.49,3.19,4.11,15347103
3441,2,1,2,1,21,Bengaluru,West,2.29,4.32,0.34,21478542
930,2,1,3,1,1,Bengaluru,Central,0.81,5.45,8.58,6517143
2402,4,3,2,2,16,Mumbai,East,2.37,3.31,4.04,22038677
4234,2,3,1,3,27,Bengaluru,North,7.64,7.33,7.37,26242465
4513,4,5,1,1,20,Mumbai,South,8.09,7.65,2.48,40215154
1687,2,2,2,0,21,Pune,West,0.54,4.04,10.52,7941699
3998,5,5,3,3,8,Chandigarh,East,2.45,4.23,3.76,20370456
1532,4,4,2,0,19,Delhi,South,6.63,5.44,1.41,11710164
2359,5,5,1,1,8,Mumbai,Central,1.73,9.89,14.66,22491011
2988,5,4,3,2,30,Pune,South,4.78,6.27,6.29,16883216
629,2,1,2,2,20,Delhi,East,4.41,2.93,2.11,4970081
4450,2,3,1,0,10,Pune,West,9.92,3.08,3.31,22262549
1631,3,3,3,3,17,Mumbai,North,6.8,8.5,5.0,16116311
3509,1,1,2,1,19,Bengaluru,South,2.9,7.73,3.55,21889221
943,2,1,1,3,8,Delhi,North,6.59,2.66,9.83,6727345
2910,3,2,2,3,25,Mumbai,North,6.02,4.23,2.07,26376907
2381,1,1,1,1,15,Chandigarh,North,0.47,6.39,6.51,10006322
1909,1,1,2,0,14,Chandigarh,Central,8.93,5.85,8.55,8408489
779,5,5,2,1,4,Mumbai,South,6.09,3.54,13.78,8435382
4631,5,5,2,2,15,Pune,West,9.95,6.13,4.76,24777215
3488,4,4,2,2,22,Mumbai,East,0.21,2.87,3.42,32432667
4314,4,3,1,2,13,Mumbai,East,1.45,1.44,12.24,39134767
3972,1,1,3,3,1,Pune,Central,3.32,8.96,9.74,19697977
4638,1,1,3,2,16,Bengaluru,West,5.63,1.65,1.56,27658945
1435,5,6,3,0,8,Delhi,North,5.62,8.16,5.88,11067173
1140,4,5,3,2,14,Pune,East,9.77,4.17,1.5,6572084
3075,3,3,3,0,30,Bengaluru,East,3.4,3.2,6.16,19403378
2576,3,2,3,3,2,Chandigarh,West,6.73,1.37,8.68,13221326
4871,1,2,3,1,18,Pune,North,7.36,6.27,2.96,25440023
4425,3,4,2,1,15,Delhi,Central,2.97,3.12,4.31,29339970
4732,4,5,3,2,11,Bengaluru,Central,4.85,0.85,0.91,30543499
3157,3,4,2,1,19,Delhi,Central,3.22,6.21,13.49,20814846
4923,3,3,3,3,6,Bengaluru,Central,6.48,4.77,3.01,31444792
4134,5,4,2,0,23,Chandigarh,West,9.26,9.76,12.53,20323330
4137,1,1,3,3,16,Pune,Central,6.83,3.21,5.68,21648066
4069,4,5,3,0,25,Delhi,Central,8.19,4.77,1.34,27916192
3329,3,3,1,2,15,Bengaluru,East,1.32,9.42,13.12,20780842
3165,3,4,1,3,21,Chandigarh,West,6.55,0.8,12.24,14783507
4090,1,1,1,0,9,Pune,Central,4.88,6.1,8.81,19388170
3060,4,3,2,3,16,Pune,East,6.28,7.04,3.38,16348985
2618,2,1,1,2,7,Bengaluru,North,3.59,8.07,8.2,16429958
2369,1,1,1,3,2,Chandigarh,East,1.68,4.44,9.02,10587745
4122,2,3,1,3,29,Chandigarh,West,0.99,4.87,9.53,18968864
1192,5,4,3,1,25,Pune,Central,9.72,1.94,10.89,7350380
2235,3,2,2,2,29,Mumbai,North,9.37,6.79,7.32,19601832
770,2,3,1,3,21,Delhi,South,1.45,2.05,7.0,5427462
921,5,5,1,3,26,Delhi,Central,2.13,4.52,3.15,8303813
1973,4,5,2,1,24,Bengaluru,West,4.56,0.34,3.86,12262936
4481,4,5,3,0,8,Mumbai,Central,0.41,8.23,12.41,39137170
4014,2,3,3,1,14,Delhi,North,6.33,0.32,2.32,27268747
2895,5,6,3,1,11,Mumbai,North,4.1,5.21,7.35,27808134
839,4,5,1,2,12,Pune,North,5.62,5.3,14.92,4920849
2556,4,4,1,0,24,Delhi,South,9.19,7.82,12.37,17294518
1951,1,1,3,3,13,Bengaluru,East,4.65,4.63,14.07,12031897
4036,4,4,2,3,13,Pune,East,2.61,3.71,14.84,21387580
3761,5,6,2,3,17,Delhi,East,6.79,1.86,1.02,27188710
1579,3,4,1,3,19,Bengaluru,East,5.88,0.42,14.83,10372708
3153,5,4,1,0,19,Pune,South,1.95,8.02,10.23,16901977
2538,5,5,3,2,11,Delhi,Central,0.91,2.95,5.38,19102657
4969,5,4,1,2,10,Bengaluru,South,9.79,1.97,12.03,31438053
2373,4,5,3,0,18,Bengaluru,West,5.31,0.87,2.88,15277890
4889,5,5,3,3,21,Bengaluru,East,0.78,6.4,11.58,32114038
1184,4,5,3,1,20,Bengaluru,North,4.45,1.45,6.25,7669834
3914,3,4,3,3,29,Bengaluru,North,9.4,3.63,3.81,24037792
2440,1,2,3,2,12,Delhi,South,2.4,0.88,12.45,15557006
2887,3,3,3,0,20,Mumbai,North,5.76,8.0,11.08,24122799
2659,5,4,1,2,19,Mumbai,North,2.76,4.31,9.07,24170845
2021,1,1,3,0,28,Chandigarh,East,7.4,0.43,8.86,8611578
1878,1,2,2,3,16,Delhi,South,3.74,1.43,3.95,11967314
4516,4,4,3,1,24,Chandigarh,Central,3.3,6.34,12.16,21343138
3388,1,1,3,0,1,Chandigarh,Central,1.98,7.95,5.89,16328862
2568,2,2,1,3,10,Mumbai,West,1.06,1.88,7.87,22259481
773,4,3,1,2,14,Pune,Central,4.0,8.66,4.77,4731666
642,3,2,1,2,4,Bengaluru,North,5.73,6.7,10.25,4486751
3072,4,4,1,1,28,Chandigarh,North,3.01,8.82,0.93,15021222
1640,3,4,1,0,9,Mumbai,Central,8.62,5.1,10.19,14694111
4587,1,2,2,1,23,Bengaluru,South,9.33,6.28,12.1,26802657
678,5,6,3,0,30,Pune,East,9.66,4.06,2.13,4313641
3584,2,3,2,2,5,Bengaluru,East,3.8,1.64,3.26,23025831
2350,4,5,2,2,29,Mumbai,South,7.88,9.11,5.68,21026102
4812,4,5,3,2,13,Bengaluru,South,1.99,9.57,5.77,30245333
610,3,3,3,1,16,Bengaluru,West,3.16,8.62,12.89,4031315
3093,4,3,2,3,17,Mumbai,East,9.46,6.89,5.11,29873491
3954,3,3,2,3,2,Bengaluru,West,1.94,0.25,6.79,25253014
1187,5,5,3,1,26,Delhi,East,8.16,9.47,4.83,10035278
1835,4,5,3,2,21,Mumbai,South,3.21,8.62,14.4,17325657
963,4,5,1,2,10,Pune,East,6.83,6.43,6.15,5337806
2756,3,2,3,3,14,Mumbai,West,1.23,8.42,10.13,25246252
3824,5,6,3,0,27,Bengaluru,West,7.31,1.3,6.24,24357962
2794,3,3,3,0,8,Chandigarh,East,1.5,9.78,8.82,13205747
1779,4,3,1,0,1,Chandigarh,East,3.82,3.7,5.29,7828311
4498,5,4,2,1,7,Pune,East,4.09,4.85,6.88,24627272
4139,5,4,1,0,21,Delhi,North,2.12,8.24,9.8,27720651
941,2,1,3,1,29,Delhi,North,6.04,9.96,6.64,5007828
4231,3,2,1,3,8,Chandigarh,East,4.3,2.35,0.2,20014159
1945,3,3,1,1,6,Bengaluru,South,9.3,4.42,1.96,13289039
3831,5,5,3,2,26,Delhi,Central,6.29,7.24,1.84,27722321
3520,1,1,3,2,28,Pune,Central,5.19,8.64,13.02,16864887
998,2,2,2,3,2,Pune,North,8.12,3.34,8.52,6228825
4388,4,4,3,0,20,Mumbai,Central,5.44,8.62,5.02,38556206
3238,4,5,2,3,0,Pune,West,9.52,1.54,8.16,17685130
4268,4,5,2,1,28,Delhi,Central,8.78,9.07,7.5,28157397
3101,2,1,3,1,15,Mumbai,West,7.15,9.94,4.86,27504879
1801,3,4,3,0,11,Mumbai,North,0.4,7.66,0.83,17133645
4048,5,4,3,0,26,Bengaluru,West,7.43,1.56,6.71,24920510
4660,4,4,3,0,24,Delhi,South,8.07,9.81,9.17,31105790
2655,2,2,1,3,13,Delhi,South,5.54,1.77,10.43,17610347
3199,1,1,2,2,20,Delhi,East,4.13,7.97,3.46,20509606
3668,2,1,3,2,11,Chandigarh,South,9.7,7.4,10.55,16840112
1305,5,5,3,2,2,Chandigarh,East,2.08,1.63,14.08,8214441
4234,3,3,3,1,10,Delhi,East,0.88,3.48,4.84,28000445
3130,2,2,2,3,20,Delhi,West,3.94,1.5,3.11,21907942
4578,2,3,1,3,14,Mumbai,South,7.64,7.18,3.06,39201066
2560,1,2,2,3,30,Mumbai,Central,5.84,8.57,10.93,20106766
2723,3,2,2,0,12,Pune,North,5.55,2.23,8.25,14445358
1388,4,4,1,3,16,Pune,Central,1.29,5.79,8.81,8011918
3501,3,2,1,1,22,Pune,West,2.97,0.99,13.17,17292717
1056,2,1,1,1,16,Bengaluru,South,1.33,0.24,7.63,7168839
3776,3,4,1,2,18,Pune,East,1.05,4.98,10.43,19862879
2216,3,3,1,1,18,Pune,West,5.78,7.67,12.21,10760751
3378,3,4,1,2,25,Mumbai,West,3.76,7.98,14.13,29908677
1712,1,1,1,1,21,Bengaluru,West,6.8,4.61,11.28,10106474
3705,4,5,1,1,10,Bengaluru,West,1.31,6.05,7.37,23609618
3510,4,3,2,2,1,Bengaluru,East,4.39,4.86,13.49,22355451
1055,1,1,2,3,29,Bengaluru,West,4.58,1.41,3.25,6939152
1799,3,3,3,2,11,Pune,South,7.07,8.58,6.39,10186741
3910,2,1,2,1,12,Mumbai,Central,8.99,1.37,5.05,34202326
3622,3,3,3,0,10,Chandigarh,Central,1.03,3.69,10.27,17351961
642,3,3,1,2,20,Pune,East,5.45,6.43,3.11,4469574
2141,5,6,3,1,22,Mumbai,North,7.25,9.32,8.01,19486290
3809,2,1,2,1,16,Bengaluru,North,1.39,3.17,8.08,24132837
1365,2,1,2,0,3,Chandigarh,South,5.91,1.42,2.0,7363822
829,2,2,1,2,10,Chandigarh,Central,6.31,6.1,7.45,3176266
3880,4,4,1,3,15,Pune,South,2.02,1.03,6.66,20995108
1251,2,1,2,0,11,Chandigarh,West,3.6,9.34,13.86,4495258
1769,5,5,2,2,29,Mumbai,West,0.32,5.62,11.16,17026128
1419,3,3,1,3,5,Pune,North,6.22,2.52,7.36,7896790
1255,4,4,3,1,13,Chandigarh,East,8.31,3.9,14.72,6262731
524,3,4,2,0,19,Pune,West,4.36,3.95,10.84,3233105
2776,2,3,3,1,28,Delhi,South,5.79,3.46,4.87,18270331
4464,4,3,2,2,19,Pune,West,9.93,8.71,8.56,22498669
3613,3,3,1,1,18,Chandigarh,South,2.17,2.8,2.71,17098053
2687,2,1,1,3,17,Chandigarh,West,9.15,6.18,8.29,12152258
3163,3,3,2,2,11,Pune,West,9.08,7.49,8.09,16075430
3529,4,4,3,0,6,Pune,North,9.34,5.84,2.07,19752597
3091,5,4,1,2,9,Delhi,South,7.25,2.86,4.88,22754617
1154,2,3,3,3,27,Mumbai,West,6.83,3.15,2.92,10686186
4621,5,4,3,0,20,Delhi,Central,4.79,1.65,14.77,31966362
2459,5,6,3,3,29,Chandigarh,East,7.74,4.37,8.57,13018433
1507,1,1,1,1,19,Chandigarh,South,4.0,8.33,2.18,6724240
1377,2,1,3,1,12,Chandigarh,Central,6.83,3.76,14.09,5745782
4139,1,1,3,1,10,Mumbai,Central,8.02,7.44,1.14,35070242
4166,3,3,2,3,30,Pune,South,6.5,7.23,14.65,21753579
3510,1,1,1,1,10,Pune,East,9.49,2.34,5.03,17401927
4700,4,3,1,2,12,Chandigarh,North,2.58,3.06,13.88,21640168
3411,2,1,3,2,23,Delhi,South,5.92,8.87,2.45,22359111
1418,4,3,3,0,3,Bengaluru,West,5.15,0.27,10.44,9588698
1426,3,4,2,2,23,Delhi,West,4.78,3.73,8.14,10141149
3991,3,3,1,1,17,Pune,North,8.66,4.91,1.22,19804653
4434,4,5,2,2,21,Bengaluru,East,5.67,0.74,14.58,28165017
664,5,6,1,1,4,Chandigarh,Central,8.61,3.19,3.05,4517278
518,5,6,1,3,20,Mumbai,West,3.46,9.41,5.28,7078674
3539,2,1,1,2,4,Pune,East,4.61,2.7,5.41,18542461
1716,4,3,3,1,20,Delhi,South,7.71,0.98,0.9,13785134
3629,1,1,3,3,28,Bengaluru,North,9.37,4.68,4.5,21367361
945,5,6,1,3,25,Bengaluru,West,2.66,5.19,13.65,7268348
4525,3,2,3,3,23,Bengaluru,Central,9.32,0.69,8.3,27924049
2312,2,3,2,0,28,Chandigarh,North,8.27,7.15,8.9,10476116
3997,5,6,1,3,2,Pune,Central,7.35,3.71,1.15,22296524
872,5,4,3,0,16,Pune,East,6.33,9.39,10.26,6072411
3689,2,2,3,3,8,Chandigarh,South,0.34,2.72,6.86,17818773
1257,3,4,1,2,3,Pune,Central,1.15,0.75,2.11,8071219
703,4,3,1,3,18,Mumbai,West,1.22,3.1,1.54,8296201
843,3,4,3,0,0,Pune,South,3.6,4.43,11.77,5019577
1419,4,3,3,1,26,Bengaluru,East,3.55,8.14,3.73,9778805
1570,3,4,2,2,27,Mumbai,South,5.23,8.48,1.38,14088140
1178,1,1,2,3,7,Pune,Central,5.91,7.24,5.71,6268646
2940,3,2,2,3,30,Pune,North,6.08,5.59,7.81,14915615
2705,4,5,1,3,11,Bengaluru,East,1.77,1.9,4.15,18024366
3882,4,5,1,0,6,Mumbai,West,3.29,5.01,4.95,34876913
4773,2,2,3,1,1,Delhi,North,4.56,5.85,14.75,31664264
2002,3,4,3,2,22,Delhi,North,0.28,5.02,14.8,12873787
3750,2,3,2,1,17,Bengaluru,West,4.29,3.23,14.08,22008957
1008,4,3,1,2,12,Pune,North,5.54,1.43,4.49,6651372
824,2,1,3,0,18,Delhi,North,1.57,8.69,13.1,4359737
1691,3,4,1,3,12,Mumbai,West,8.61,8.48,5.52,15248744
2267,1,2,1,0,1,Mumbai,West,0.3,4.21,5.07,20007887
1890,3,4,3,2,27,Bengaluru,Central,4.57,7.32,10.46,12244506
4122,5,4,1,0,12,Delhi,Central,6.17,9.17,2.51,29128904
672,3,4,1,1,10,Bengaluru,South,7.28,1.91,8.29,5693040
2709,3,4,3,0,6,Pune,West,3.11,9.31,2.04,14298109
3258,1,1,3,1,28,Bengaluru,West,3.18,6.29,4.67,19332464
4595,4,3,3,3,16,Pune,South,8.38,5.86,9.77,25075703
3546,2,2,2,0,4,Chandigarh,West,4.46,3.07,8.27,14986678
3235,4,4,3,0,15,Delhi,West,1.22,1.63,13.18,20674970
3946,4,3,3,0,19,Pune,Central,6.34,0.94,1.86,21878034
1422,2,3,2,2,20,Chandigarh,Central,1.51,3.99,12.35,6449694
850,3,2,1,1,28,Chandigarh,Central,1.87,4.48,7.07,4457875
4624,4,5,1,1,25,Pune,East,0.93,2.39,6.24,24194284
2670,1,2,3,2,30,Bengaluru,North,2.7,7.73,11.33,15152748
1095,3,4,3,1,17,Delhi,North,0.83,6.01,12.41,7566002
729,5,6,2,1,11,Delhi,Central,4.1,9.33,5.21,7478656
3555,1,2,2,0,13,Delhi,West,8.21,7.55,10.55,22434061
4866,3,2,1,2,19,Delhi,South,7.21,9.73,14.75,32052280
3294,5,5,2,2,5,Bengaluru,North,5.11,5.81,2.23,22180136
3770,5,6,2,2,20,Mumbai,West,7.65,0.68,12.69,34462555
2578,2,1,1,3,8,Mumbai,North,1.1,7.62,8.82,22768817
3433,5,5,3,2,8,Mumbai,North,8.44,0.37,0.93,32490663
4754,5,4,1,0,24,Chandigarh,West,6.04,2.89,0.59,23107986
3791,5,4,2,2,9,Chandigarh,South,3.65,1.44,2.12,19571395
3084,1,1,3,0,22,Chandigarh,East,6.36,2.0,1.76,13924392
3897,5,5,2,1,17,Mumbai,East,8.38,0.75,11.26,35886308
1891,4,3,1,0,26,Bengaluru,North,9.59,0.53,8.78,12375443
1854,4,3,2,0,0,Delhi,South,0.34,9.23,14.65,12769785
2007,3,2,3,1,14,Mumbai,East,1.74,6.9,8.99,17711764
1822,5,6,1,1,10,Pune,North,3.06,3.09,5.45,11325924
4854,4,5,1,1,0,Delhi,South,1.21,6.63,13.62,33269581
1856,1,2,2,1,3,Bengaluru,South,1.61,1.23,6.46,11301633
2100,5,6,2,3,10,Delhi,West,7.39,8.43,8.27,15960694
1987,1,1,2,1,20,Bengaluru,West,2.34,0.74,0.46,11953872
1808,2,1,1,3,27,Chandigarh,North,5.78,8.36,14.88,8355815
737,3,2,3,1,6,Chandigarh,Central,1.49,8.89,4.27,3792113
3868,3,4,1,1,15,Mumbai,South,4.59,4.99,3.42,34439923
1005,2,2,3,0,4,Mumbai,East,8.77,7.43,3.94,9043258
4695,2,1,2,0,28,Chandigarh,South,6.41,7.27,4.01,21887976
4516,4,5,3,1,2,Delhi,East,4.17,6.04,1.79,30747588
1952,2,2,2,2,19,Pune,North,8.23,9.99,3.33,10739734
1615,4,3,2,3,4,Delhi,West,1.53,9.78,14.47,11503358
1555,1,1,3,1,17,Bengaluru,Central,2.86,8.2,5.8,9106948
4657,3,3,1,2,12,Bengaluru,South,9.08,1.55,1.0,29062546
1968,1,2,3,1,17,Mumbai,West,3.2,4.93,1.14,17071653
3954,1,1,1,1,6,Bengaluru,Central,1.45,5.91,4.64,23980797
2038,2,1,2,3,20,Bengaluru,West,3.58,4.02,13.39,12740484
3070,2,2,2,0,3,Chandigarh,Central,1.12,0.36,13.13,14321835
2513,2,3,3,0,27,Mumbai,South,6.3,8.84,14.39,20886414
1798,5,6,3,3,7,Chandigarh,West,6.96,9.47,9.56,9305203
1201,3,3,2,0,6,Delhi,East,7.51,1.63,13.19,7775605
2653,4,3,1,0,25,Bengaluru,West,6.06,7.44,0.63,16990248
2270,2,2,1,1,25,Bengaluru,West,3.72,9.96,7.31,15105846
1892,2,2,2,3,17,Pune,South,5.95,5.03,3.05,9920763
2282,5,5,2,1,21,Bengaluru,North,4.74,4.97,14.04,15316193
1443,2,1,1,0,8,Delhi,Central,1.98,3.16,0.95,10284059
3623,2,1,1,1,18,Bengaluru,West,9.34,1.43,5.85,22759289
2870,2,3,1,3,11,Bengaluru,South,6.55,2.61,10.82,17091201
1464,1,2,3,0,17,Bengaluru,South,1.18,5.19,0.57,8131385
1929,4,5,3,1,13,Pune,North,8.49,6.43,0.82,10863858
4946,2,1,3,3,9,Mumbai,South,1.22,7.08,4.63,43329702
2064,3,3,2,3,24,Mumbai,South,0.51,1.39,9.57,19251521
4485,1,1,3,0,24,Mumbai,North,1.33,8.47,2.26,37518671
2063,5,4,3,2,7,Chandigarh,South,3.55,2.31,12.24,10688751
3819,5,4,1,2,4,Mumbai,West,0.69,1.67,8.16,36478452
530,3,4,1,1,7,Pune,Central,5.76,9.34,10.06,3846035
4104,2,1,1,0,28,Delhi,East,7.19,8.22,10.08,26501962
1549,1,1,3,0,0,Chandigarh,South,1.89,8.75,9.27,6674829
1420,1,2,3,3,29,Mumbai,North,0.91,6.34,3.95,12452685
3368,4,5,1,3,7,Chandigarh,East,7.58,1.5,8.29,16749852
1007,2,1,1,1,6,Mumbai,Central,9.64,9.19,11.52,8941114
3237,5,6,2,2,3,Bengaluru,East,1.15,2.89,4.94,21411207
3901,2,1,2,2,3,Bengaluru,South,6.02,1.45,6.53,24510606
4234,5,5,3,0,0,Delhi,Central,8.18,9.37,7.8,29193509
2733,5,5,3,0,6,Pune,Central,3.54,8.09,5.21,15324653
1596,1,1,2,0,18,Delhi,West,2.54,7.98,7.4,9615574
1095,1,1,2,3,20,Mumbai,East,1.24,7.83,2.72,9125001
1530,3,3,2,3,2,Chandigarh,South,4.58,9.66,5.78,7943649
2308,1,1,3,3,24,Chandigarh,West,2.22,7.15,0.51,11409702
1624,5,5,3,2,12,Bengaluru,South,8.55,2.14,13.14,11217882
1266,2,3,3,2,28,Mumbai,North,1.44,1.95,7.5,11381607
837,2,1,2,0,27,Chandigarh,South,4.65,0.57,10.98,3406975
4038,5,6,3,2,10,Bengaluru,West,8.06,7.91,7.74,25878355
1438,5,4,3,0,17,Delhi,East,2.11,3.27,9.38,10662970
2791,4,4,2,1,22,Chandigarh,North,8.52,5.42,7.18,13576088
1061,2,3,1,2,10,Bengaluru,South,5.88,5.49,0.94,7150330
574,1,1,2,2,14,Delhi,South,1.53,8.39,2.49,3591881
1664,5,5,1,0,18,Bengaluru,North,5.75,6.57,4.68,11256741
742,1,1,3,2,1,Mumbai,West,8.88,0.3,13.26,5413395
1922,5,4,3,1,27,Chandigarh,West,4.02,2.56,0.43,10471445
3833,3,3,1,3,23,Bengaluru,West,2.15,10.0,0.23,23934456
2821,4,3,3,3,7,Pune,North,7.09,4.14,13.82,15508665
2663,5,5,3,1,13,Bengaluru,North,4.14,0.7,7.55,17665922
1492,1,1,2,3,6,Bengaluru,East,5.74,0.35,11.75,8639633
3578,4,5,2,2,27,Delhi,South,0.66,1.93,14.35,23992209
